text,sentiment,stress_level
i feel detached,neutral,medium
feeling detached,neutral,medium
i am detached,neutral,medium
it is detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
very detached,neutral,medium
monotone,neutral,medium
i feel monotone,neutral,medium
feeling monotone,neutral,medium
i am monotone,neutral,medium
it is monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
very monotone,neutral,medium
routine,neutral,medium
i feel routine,neutral,medium
feeling routine,neutral,medium
i am routine,neutral,medium
it is routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
very routine,neutral,medium
common,neutral,medium
i feel common,neutral,medium
feeling common,neutral,medium
i am common,neutral,medium
it is common,neutral,medium
very common,neutral,medium
very common,neutral,medium
very common,neutral,medium
very common,neutral,medium
very common,neutral,medium
very common,neutral,medium
very common,neutral,medium
very common,neutral,medium
very common,neutral,medium
very common,neutral,medium
very common,neutral,medium
very common,neutral,medium
very common,neutral,medium
very common,neutral,medium
very common,neutral,medium
very common,neutral,medium
very common,neutral,medium
very common,neutral,medium
very common,neutral,medium
very common,neutral,medium
