text,sentiment,stress_level
I feel completely numb because nobody understands me,negative,high
I feel empty because I keep disappointing everyone and see no way out,negative,high
The lectures were okay today everything was as expected,neutral,medium
Everything is broken I feel like I am a burden to everyone,negative,high
I am irritated about my backlog subjects,negative,medium
I feel homesick due to family expectations,negative,medium
I feel low thinking about my group project,negative,high
My attendance is suffering because I feel irritated,negative,high
I am so happy right now I studied hard and it showed,positive,low
I feel numb and have been isolating myself completely,negative,high
I woke up feeling content and my family called and it made my day,positive,low
Everything feels amazing today I achieved my weekly goal,positive,low
I attended the tutorial and it was plain,neutral,low
I feel energetic today I feel supported by everyone,positive,low
I attended the group discussion and it was fine,neutral,low
The pressure of isolation is making me feel overwhelmed completely,negative,high
I am nervous about my viva examination,negative,medium
I topped the internal exam and it made me feel positive,positive,low
Feeling wonderful and grateful my friends supported me,positive,low
I feel completely lost and numb in college life,negative,high
I attended the seminar and it was alright,neutral,low
I feel disappointed and tired due to assignment deadlines,negative,high
I am demotivated about my attendance shortage,negative,high
College is making me feel overwhelmed due to lack of sleep,negative,medium
My focus is suffering because I feel worried,negative,medium
I feel tired thinking about my project deadline,negative,high
Today was regular just the usual routine,neutral,medium
The pressure of loneliness is making me feel desperate,negative,high
The lectures were decent today completed tasks without issues,neutral,low
I love the lab work it makes me feel optimistic,positive,low
I feel irritated thinking about my CGPA dropping,negative,high
I cannot concentrate on anything because I feel so hopeless,negative,high
I am so overwhelmed completely because I keep disappointing everyone,negative,high
The pressure of financial stress at home is making me feel overwhelmed completely,negative,high
The bullying in college is unbearable I feel lost,negative,high
Life feels great when I passed my difficult exam,positive,low
The pressure of failure is making me feel isolated,negative,high
Today was proud I achieved my weekly goal,positive,low
I feel drained and low because I feel left behind,negative,medium
Life feels wonderful when I made new friends today,positive,low
I have been feeling disappointed for the past few days,negative,medium
I feel unsure due to poor internal marks,negative,medium
Today was calm nothing special to mention,neutral,low
The day was decent everything was as expected,neutral,low
The day was okay completed tasks without issues,neutral,low
I feel completely hopeless because everything I try goes wrong,negative,high
I cannot breathe properly because I feel so broken,negative,high
I feel trapped like I am carrying the weight of the world alone,negative,high
I feel distracted due to poor internal marks,negative,medium
I feel a bit sad because of upcoming exams,negative,high
I finished all assignments and it made me feel excited,positive,low
I feel crushed because I feel invisible to everyone I need help,negative,high
I feel overwhelmed today due to lack of sleep,negative,medium
I feel hopeless and alone I cannot take this anymore,negative,high
I cannot sleep because I feel so broken,negative,high
I feel happy today I made new friends today,positive,low
I feel frustrated and demotivated due to project deadlines,negative,high
Feeling joyful after completing all pending work,positive,low
Today was plain completed tasks without issues,neutral,low
Today was fantastic my professor appreciated my work,positive,low
I feel confident and lively about my course,positive,low
I am sad about my upcoming exam,negative,high
I feel destroyed inside because I feel invisible to everyone I need help,negative,high
Everything feels excited today I passed my difficult exam,positive,low
Feeling great after morning exercise,positive,low
I feel desperate like I am drowning with no one to save me,negative,high
I cannot sleep because I feel so devastated,negative,high
I feel destroyed inside because I feel completely unloved I need help,negative,high
The day was decent no highs or lows,neutral,low
I completed my assignment and now I am resting,neutral,medium
I feel burned out and have been hurting myself,negative,high
I feel sad today because I feel left behind,negative,medium
I feel exhausted and tired because I feel left behind,negative,medium
Feeling fantastic after sleeping early and waking up fresh,positive,low
I am overwhelmed completely all the time and it is getting worse,negative,high
Everything feels motivated today I understand the subject well now,positive,low
I am struggling with concentration lately,negative,medium
I finished all assignments and it made me feel great,positive,low
I feel a bit unsure due to family expectations,negative,high
I am terrified and feel like giving up on everything,negative,high
I feel low today because of poor marks in internals,negative,medium
I feel numb because I keep disappointing everyone I need help,negative,high
I feel burned out because I see no future for myself I need help,negative,high
Today was great I got an internship offer,positive,low
I feel irritated and tense because I failed to meet my own expectations,negative,medium
I had a great day I achieved my weekly goal,positive,low
I passed my exam and it made me feel confident,positive,low
I feel disconnected and distracted these days,negative,medium
I feel tired due to poor internal marks,negative,medium
I feel a bit exhausted because I failed to meet my own expectations,negative,medium
I am desperate and feel like nobody would miss me,negative,high
I feel burned out because nobody understands me and see no way out,negative,high
Feeling happy and focused my professor appreciated my work,positive,low
Feeling optimistic after a good meal with friends,positive,low
I feel thrilled today I had a productive study session,positive,low
I am really grateful because I slept well last night,positive,low
Today was amazing I got an internship offer,positive,low
I feel a bit worried because I feel left behind,negative,medium
I feel exhausted today because of peer pressure,negative,high
My attendance is suffering because I feel anxious,negative,medium
I have been not eating properly and feel overwhelmed completely,negative,high
I am so excited right now I got an internship offer,positive,low
I finished reading the entire syllabus and it made me feel excited,positive,low
I feel lively today I aced my presentation,positive,low
I am so shattered I cannot even attend class properly,negative,high
College is making me feel disappointed due to family expectations,negative,medium
I feel completely lost and shattered in college life,negative,high
I love the campus it makes me feel refreshed,positive,low
I have been isolating myself completely and feel numb,negative,high
College is making me feel overwhelmed because I am behind on syllabus,negative,high
I am tense about my semester results,negative,medium
I feel numb like I am breaking apart slowly,negative,high
I feel tense thinking about my group project,negative,medium
I am so terrified I cannot even attend class properly,negative,high
I feel tense and demotivated because I cannot focus,negative,medium
I feel a bit confused due to project deadlines,negative,high
I cannot eat because I feel so broken,negative,high
I love college life it makes me feel excited,positive,low
Everything is helpless I feel like running away from everything,negative,high
I am really motivated because I slept well last night,positive,low
The lectures were calm today just the usual routine,neutral,low
I keep procrastinating and now I am unmotivated,negative,medium
College was regular today nothing special to mention,neutral,low
College is making me feel frustrated because I failed to meet my own expectations,negative,medium
The lectures were normal today everything was as expected,neutral,low
I am so crushed I cannot even breathe properly properly,negative,high
I feel lost because everything I try goes wrong and see no way out,negative,high
I am really proud because I studied hard and it showed,positive,low
I feel distracted thinking about my backlog subjects,negative,high
I woke up feeling optimistic and I slept well last night,positive,low
I feel confused today because I failed to meet my own expectations,negative,medium
I feel destroyed inside because I keep disappointing everyone and see no way out,negative,high
I am sad but I know it will pass eventually,negative,medium
I am demotivated and finding it hard to sleep properly,negative,high
My professor helped me understand the concept and I feel motivated,positive,low
I feel demotivated thinking about my viva examination,negative,medium
I completed my project and it made me feel positive,positive,low
I feel shattered because the stress has become too much I need help,negative,high
I feel tense due to family expectations,negative,medium
I am so devastated due to unbearable academic pressure,negative,high
I feel burned out and worthless nothing is going right,negative,high
I feel broken and empty I cannot take this anymore,negative,high
I love college life it makes me feel proud,positive,low
I feel helpless because of constant failure I need help,negative,high
I feel a bit disappointed because of upcoming exams,negative,medium
College is making me feel drained due to lack of sleep,negative,medium
I feel a bit disappointed because of poor marks in internals,negative,medium
I feel tense thinking about my semester results,negative,high
Everything is desperate I feel like nobody would miss me,negative,high
I am so thrilled right now I passed my difficult exam,positive,low
I feel completely destroyed inside because I feel completely unloved,negative,high
I feel terrified due to unbearable academic pressure and see no way out,negative,high
My professor gave me good feedback and I feel wonderful,positive,low
I feel worried thinking about my project deadline,negative,medium
Everything is lost I feel like I cannot go on like this,negative,high
I feel balanced and alright today,neutral,low
I feel confident and thrilled about learning new concepts,positive,low
I woke up feeling great and I passed my difficult exam,positive,low
My friend gave me good feedback and I feel energetic,positive,low
I am really happy because I finished my project on time,positive,low
I feel a bit nervous because I miss home,negative,high
I feel a bit anxious due to project deadlines,negative,medium
I feel hopeless and have been isolating myself completely,negative,high
I attended the group discussion and it was alright,neutral,low
I feel nervous today because I cannot focus,negative,medium
Life feels confident when I got selected for the college fest,positive,low
I love college life it makes me feel cheerful,positive,low
The pressure of academic pressure is making me feel numb,negative,high
I feel a bit irritated due to lack of sleep,negative,high
The day was regular went through the schedule,neutral,low
I am so helpless because I am always alone,negative,high
I love my project it makes me feel wonderful,positive,low
I cannot function normally because I feel so hopeless,negative,high
I passed my exam and it made me feel motivated,positive,low
I feel disconnected and worried these days,negative,high
I woke up feeling blessed and I got good marks,positive,low
I feel distracted due to attendance shortage,negative,medium
I feel overwhelmed completely and worthless nothing is going right,negative,high
I went to the lab and watched an educational video,neutral,low
I went to the classroom and attended the lab session,neutral,low
I love learning new concepts it makes me feel blessed,positive,low
I feel distracted today because of peer pressure,negative,medium
College was normal today no highs or lows,neutral,medium
Everything feels refreshed today I got good marks,positive,low
I feel confident and thrilled about attending seminars,positive,low
I feel a bit overwhelmed because I miss home,negative,medium
I feel empty like I am breaking apart slowly,negative,high
I am worried and finding it hard to finish work,negative,high
I attended the tutorial and it was fine,neutral,low
My family member helped me understand the concept and I feel cheerful,positive,low
Today was joyful I slept well last night,positive,low
I have been not eating properly and feel terrified,negative,high
College is making me feel drained because of upcoming exams,negative,medium
I feel exhausted due to project stress,negative,medium
College is making me feel stressed due to family expectations,negative,medium
I cannot think clearly because I feel so depressed,negative,high
Feeling refreshed after meditation in the morning,positive,low
I feel unmotivated and tired because I procrastinated too much,negative,high
I feel irritated today due to project deadlines,negative,high
I feel a bit tired because of upcoming exams,negative,high
College was decent today no highs or lows,neutral,low
I feel a bit low because I failed to meet my own expectations,negative,high
College was decent today just another college day,neutral,medium
I am overwhelmed but I know it will pass eventually,negative,medium
Feeling bright after meditation in the morning,positive,low
I have been feeling physically sick from stress and feel broken,negative,high
I am nervous about my semester results,negative,medium
I went to college and took a nap,neutral,medium
I feel confident and motivated about studying this subject,positive,low
My grades is suffering because I feel disappointed,negative,high
My professor supported me and I feel cheerful,positive,low
I feel confident and cheerful about group discussions,positive,low
College was regular today no highs or lows,neutral,low
I am tense and finding it hard to stay motivated,negative,medium
My performance is suffering because I feel stressed,negative,medium
The day was decent completed tasks without issues,neutral,medium
I am frustrated about my performance in internals,negative,medium
I feel sad thinking about my performance in internals,negative,high
I feel crushed like I am drowning with no one to save me,negative,high
I am irritated and finding it hard to sleep properly,negative,medium
The day was average lectures were average,neutral,low
I feel completely panicking due to unbearable academic pressure,negative,high
I feel confident and confident about group discussions,positive,low
The academic pressure is unbearable I feel crushed,negative,high
I attended the group discussion and it was regular,neutral,medium
I feel bright today my family called and it made my day,positive,low
I am so hopeful right now I achieved my weekly goal,positive,low
My mentor gave me good feedback and I feel fantastic,positive,low
I attended the online class and it was normal,neutral,medium
I am so terrified I cannot even concentrate on anything properly,negative,high
I woke up feeling wonderful and everything went well,positive,low
I am trapped and feel like I cannot go on like this,negative,high
I feel content today I passed my difficult exam,positive,low
I am overwhelmed completely and feel like nobody would miss me,negative,high
I am really proud because I got an internship offer,positive,low
Everything feels thrilled today I achieved my weekly goal,positive,low
I am tired and finding it hard to sleep properly,negative,medium
Everything is overwhelmed completely I feel like ceasing to exist,negative,high
College was okay today everything was as expected,neutral,low
I feel blessed today I finished my project on time,positive,low
I feel pressure from family about my attendance,negative,high
I woke up feeling bright and I got selected for the college fest,positive,low
Life feels thrilled when I had a productive study session,positive,low
The lectures were fine today things were uneventful,neutral,low
I feel disappointed thinking about my group project,negative,medium
I cannot concentrate on anything because I feel so broken,negative,high
The lectures were average today just another college day,neutral,medium
I feel drained today due to project deadlines,negative,medium
Feeling amazing and positive I made new friends today,positive,low
I am neither excited nor sad just feeling regular,neutral,medium
Everything is deeply anxious I feel like running away from everything,negative,high
I feel a bit distracted because of poor marks in internals,negative,high
College was plain today lectures were average,neutral,medium
I got good grades and it made me feel happy,positive,low
The family pressure is unbearable I feel crushed,negative,high
I woke up feeling proud and I had a productive study session,positive,low
I am really overjoyed because I got good marks,positive,low
I feel sad and lost because of upcoming exams,negative,medium
I am proud of myself because topped the internal exam,positive,low
I feel disappointed due to assignment overload,negative,medium
College life feels motivated today,positive,low
Feeling energetic after a good meal with friends,positive,low
College is making me feel homesick because I failed to meet my own expectations,negative,medium
I feel hopeless and broken every single day now,negative,high
I feel terrified and have been feeling physically sick from stress,negative,high
I feel distracted thinking about my attendance shortage,negative,medium
Everything feels fantastic today I made new friends today,positive,low
Feeling happy after a walk on campus,positive,low
Today was average went through the schedule,neutral,low
I love the lab work it makes me feel thrilled,positive,low
I am so devastated because I feel completely unloved,negative,high
Life feels blessed when I finished my project on time,positive,low
I feel disappointed thinking about my project deadline,negative,high
I woke up feeling wonderful and I aced my presentation,positive,low
Everything is lost I feel like disappearing forever,negative,high
College is making me feel nervous because of poor marks in internals,negative,high
The day was regular just the usual routine,neutral,medium
I feel completely panicking because of constant failure,negative,high
College is making me feel unmotivated because I am behind on syllabus,negative,high
I am tense and finding it hard to study,negative,medium
I feel a bit stressed because I procrastinated too much,negative,medium
I feel demotivated due to poor internal marks,negative,high
I feel trapped and have been unable to sleep for days,negative,high
I had a great day I aced my presentation,positive,low
Life feels bright when I achieved my weekly goal,positive,low
Feeling great after completing all pending work,positive,low
I keep procrastinating and now I am exhausted,negative,medium
Today was a regular day just the usual routine,neutral,medium
The exam stress is unbearable I feel helpless,negative,high
I went to the lab and revised my notes,neutral,low
I love learning new concepts it makes me feel bright,positive,low
College was calm today went through the schedule,neutral,medium
I have been skipping college for days and feel terrified,negative,high
I am shattered and feel like I cannot go on like this,negative,high
Today was regular just another college day,neutral,low
College is making me feel stressed due to lack of sleep,negative,medium
The pressure of exam stress is making me feel empty,negative,high
I feel overwhelmed today because of peer pressure,negative,high
Feeling cheerful after sleeping early and waking up fresh,positive,low
The financial stress at home is unbearable I feel empty,negative,high
I woke up feeling content and I passed my difficult exam,positive,low
I am so hopeful right now everything went well,positive,low
I feel optimistic today I got selected for the college fest,positive,low
College was fine today nothing special to mention,neutral,medium
I had a great day I helped a friend today,positive,low
College was ordinary today lectures were average,neutral,low
Everything feels proud today I got good marks,positive,low
My parent gave me good feedback and I feel confident,positive,low
I am deeply anxious and feel like I am a burden to everyone,negative,high
I am so motivated right now I achieved my weekly goal,positive,low
The academic pressure is unbearable I feel worthless,negative,high
My family member motivated me and I feel positive,positive,low
I feel completely deeply anxious because I am always alone,negative,high
My studies is suffering because I feel worried,negative,high
I feel broken like I am carrying the weight of the world alone,negative,high
Today was okay things were uneventful,neutral,low
I love my course it makes me feel energetic,positive,low
I have been having panic attacks regularly and feel trapped,negative,high
I am so panicking I cannot even talk to anyone properly,negative,high
My roommate helped me understand the concept and I feel wonderful,positive,low
College is making me feel tense because I feel left behind,negative,medium
I woke up feeling excited and I achieved my weekly goal,positive,low
I spent the day studied for a while nothing exciting,neutral,low
I feel lost and worthless every single day now,negative,high
I am really motivated because I got good marks,positive,low
Not much going on I am just studied for a while,neutral,medium
The day was regular no highs or lows,neutral,medium
I feel panicking because nobody understands me and see no way out,negative,high
I feel worthless and lost I cannot take this anymore,negative,high
I went to the library and had lunch with classmates,neutral,low
Everything feels cheerful today I completed all my tasks,positive,low
The lectures were ordinary today went through the schedule,neutral,low
I feel demotivated and drained because I failed to meet my own expectations,negative,medium
Everything feels confident today I aced my presentation,positive,low
I feel irritated thinking about my attendance shortage,negative,medium
I went to the classroom and took a nap,neutral,low
I feel deeply anxious and have been unable to sleep for days,negative,high
I am stressed and finding it hard to sleep properly,negative,high
I feel a bit anxious due to lack of sleep,negative,medium
I feel numb and have been having panic attacks regularly,negative,high
College was plain today just the usual routine,neutral,low
I am so broken I cannot even sleep properly,negative,high
I feel desperate and have been having panic attacks regularly,negative,high
I feel completely worthless because I feel completely unloved,negative,high
The pressure of bullying in college is making me feel broken,negative,high
I am stressed about my group project,negative,medium
I feel worthless like I am falling into a deep dark pit,negative,high
I feel confident and cheerful about the lab work,positive,low
I feel optimistic today my professor appreciated my work,positive,low
My grades is suffering because I feel worried,negative,medium
I love the campus it makes me feel motivated,positive,low
College life feels energetic today,positive,low
I feel tense thinking about my attendance shortage,negative,high
The pressure of family pressure is making me feel numb,negative,high
I feel a bit confused because I failed to meet my own expectations,negative,medium
I went to the classroom and studied for a while,neutral,medium
I am so proud right now I achieved my weekly goal,positive,low
I feel completely broken because everything I try goes wrong,negative,high
I feel drained today due to assignment deadlines,negative,high
The pressure of academic pressure is making me feel depressed,negative,high
I spent the day talked to my roommate nothing exciting,neutral,low
I finished all assignments and it made me feel thrilled,positive,low
My parent helped me understand the concept and I feel amazing,positive,low
I am really thrilled because my family called and it made my day,positive,low
I feel distracted and demotivated because I cannot focus,negative,medium
I feel homesick thinking about my semester results,negative,medium
I feel lost and lost every single day now,negative,high
I feel lost and have been feeling physically sick from stress,negative,high
I have been having dark and scary thoughts and feel helpless,negative,high
I feel completely lost and worthless in college life,negative,high
I feel completely devastated because I feel completely unloved,negative,high
I feel sad due to assignment overload,negative,medium
I feel tired thinking about my upcoming exam,negative,medium
I attended the viva preparation session and it was ordinary,neutral,medium
I feel amazing today I got an internship offer,positive,low
I have been hurting myself and feel deeply anxious,negative,high
I feel shattered because I keep disappointing everyone and see no way out,negative,high
I feel balanced and normal today,neutral,low
I had a great day I slept well last night,positive,low
I feel overwhelmed thinking about my backlog subjects,negative,high
I feel overwhelmed completely and have been skipping college for days,negative,high
Everything is worthless I feel like ending it all,negative,high
Everything is worthless I feel like not being here anymore,negative,high
I feel burned out and alone I cannot take this anymore,negative,high
I feel bright today my friends supported me,positive,low
I am feeling okay today just going through routine,neutral,low
Feeling motivated and energetic I got selected for the college fest,positive,low
I feel depressed and have been unable to sleep for days,negative,high
I am struggling with completing assignments on time lately,negative,high
College life feels positive today,positive,low
I am helpless and feel like running away from everything,negative,high
Today was content my friends supported me,positive,low
I am so proud right now I helped a friend today,positive,low
I love learning new concepts it makes me feel amazing,positive,low
The lectures were okay today completed tasks without issues,neutral,low
I took a nap and the day passed normally,neutral,medium
My family member motivated me and I feel bright,positive,low
I feel completely broken because I keep disappointing everyone,negative,high
I feel tense today because I feel left behind,negative,medium
I woke up feeling confident and I won a competition,positive,low
I feel desperate and worthless I cannot take this anymore,negative,high
I feel confused thinking about my project deadline,negative,medium
College is making me feel demotivated because of upcoming exams,negative,medium
I am irritated but I know it will pass eventually,negative,medium
Everything feels blessed today my professor appreciated my work,positive,low
I feel exhausted thinking about my backlog subjects,negative,medium
I feel desperate and worthless every single day now,negative,high
I am really grateful because everything went well,positive,low
I feel tired and tired due to lack of sleep,negative,high
Everything feels confident today I completed all my tasks,positive,low
The loneliness is unbearable I feel shattered,negative,high
I am helpless and feel like disappearing forever,negative,high
The lectures were fine today everything was as expected,neutral,medium
Today was lively my friends supported me,positive,low
I feel disconnected and anxious these days,negative,medium
Everything feels excited today my family called and it made my day,positive,low
I feel pressure from myself about my motivation,negative,medium
Everything feels bright today I got selected for the college fest,positive,low
I am really proud because I feel supported by everyone,positive,low
Feeling content and refreshed I got good marks,positive,low
I feel homesick today because I failed to meet my own expectations,negative,medium
I feel a bit nervous because I am behind on syllabus,negative,high
The day was calm just another college day,neutral,low
I am really overjoyed because I finished my project on time,positive,low
I completed my project and it made me feel happy,positive,low
I feel completely desperate due to unbearable academic pressure,negative,high
I am hopeless and feel like ceasing to exist,negative,high
I have been unable to get out of bed and feel panicking,negative,high
I feel homesick due to career uncertainty,negative,high
My mentor helped me understand the concept and I feel cheerful,positive,low
The lectures were ordinary today completed tasks without issues,neutral,low
I am so trapped I cannot even attend class properly,negative,high
I coded my first working application and it made me feel fantastic,positive,low
I feel distracted thinking about my viva examination,negative,medium
I feel tense and demotivated due to assignment deadlines,negative,high
I feel shattered and empty every single day now,negative,high
I cannot eat because I feel so burned out,negative,high
The mental exhaustion is unbearable I feel terrified,negative,high
I am broken all the time and it is getting worse,negative,high
I am confused and finding it hard to sleep properly,negative,medium
I feel pressure from family about my performance,negative,medium
I feel completely shattered because I see no future for myself,negative,high
My focus is suffering because I feel nervous,negative,high
Life feels wonderful when I slept well last night,positive,low
College was regular today lectures were average,neutral,medium
I am distracted but I know it will pass eventually,negative,medium
Everything feels fantastic today I won a competition,positive,low
College is making me feel frustrated because of upcoming exams,negative,medium
I am so lost because I am always alone,negative,high
I feel irritated thinking about my project deadline,negative,medium
I feel hopeless and broken I cannot take this anymore,negative,high
Today was wonderful my family called and it made my day,positive,low
I feel tired today because of upcoming exams,negative,medium
I am really proud because I slept well last night,positive,low
The pressure of mental exhaustion is making me feel crushed,negative,high
I got selected for the internship and it made me feel lively,positive,low
I feel pressure from professors about my grades,negative,high
I have been unable to sleep for days and feel depressed,negative,high
I feel irritated and demotivated because I procrastinated too much,negative,high
I am desperate and feel like ending it all,negative,high
I feel empty because the stress has become too much and see no way out,negative,high
Everything is helpless I feel like nobody would miss me,negative,high
The pressure of loneliness is making me feel trapped,negative,high
Feeling motivated and focused my family called and it made my day,positive,low
The exam stress is unbearable I feel destroyed inside,negative,high
I keep procrastinating and now I am disappointed,negative,high
I feel unsure and demotivated because I am behind on syllabus,negative,medium
I feel like I cannot go on like this the pain is too much,negative,high
I am disappointed but trying to manage it,negative,medium
I attended the group discussion and it was calm,neutral,low
I feel overwhelmed and tense because I feel left behind,negative,high
Life feels joyful when I finished my project on time,positive,low
I am burned out and feel like disappearing forever,negative,high
Today was lively I achieved my weekly goal,positive,low
I feel worried thinking about my backlog subjects,negative,medium
The constant disappointment is unbearable I feel shattered,negative,high
I cannot attend class because I feel so broken,negative,high
I am really grateful because I studied hard and it showed,positive,low
I woke up feeling content and I slept well last night,positive,low
Everything feels proud today I had a productive study session,positive,low
I keep procrastinating and now I am irritated,negative,medium
I attended the lab session and it was calm,neutral,low
The pressure of isolation is making me feel numb,negative,high
Life feels wonderful when my family called and it made my day,positive,low
I feel unsure today because of upcoming exams,negative,medium
The financial stress at home is unbearable I feel hopeless,negative,high
I feel anxious today due to lack of sleep,negative,medium
I feel stressed and tense because I cannot focus,negative,medium
I attended the tutorial and it was regular,neutral,low
I have been feeling sad for the past few days,negative,high
I am isolated all the time and it is getting worse,negative,high
Today was motivated I helped a friend today,positive,low
Everything is broken I feel like ceasing to exist,negative,high
I feel overwhelmed today due to project deadlines,negative,medium
I feel overwhelmed and confused because I feel left behind,negative,high
I cracked a mock interview and it made me feel content,positive,low
I have been skipping college for days and feel overwhelmed completely,negative,high
Feeling bright and energetic I helped a friend today,positive,low
I am so overwhelmed completely I cannot even breathe properly properly,negative,high
Feeling refreshed after sleeping early and waking up fresh,positive,low
I have been feeling irritated for the past few days,negative,medium
I am proud of myself because completed my project,positive,low
I woke up feeling energetic and I made new friends today,positive,low
I feel anxious today because of upcoming exams,negative,medium
I feel sad today due to assignment deadlines,negative,medium
I feel sad thinking about my CGPA dropping,negative,high
I am so hopeful right now my professor appreciated my work,positive,low
My classmate praised my work and I feel optimistic,positive,low
I am so proud right now I got selected for the college fest,positive,low
I finished reading the entire syllabus and it made me feel motivated,positive,low
College is making me feel nervous because I procrastinated too much,negative,medium
I feel trapped because I feel completely unloved and see no way out,negative,high
I feel isolated and have been isolating myself completely,negative,high
I feel amazing today I aced my presentation,positive,low
Everything is lost I feel like ceasing to exist,negative,high
I feel stressed due to lack of sleep,negative,medium
I feel a bit worried because I cannot focus,negative,medium
I feel stressed and drained due to family expectations,negative,high
My professor praised my work and I feel proud,positive,low
I am low but trying to manage it,negative,high
I feel a bit distracted due to family expectations,negative,medium
I am unmotivated and finding it hard to stay motivated,negative,medium
I feel exhausted thinking about my upcoming exam,negative,high
I am unmotivated but I know it will pass eventually,negative,medium
The day was alright everything was as expected,neutral,medium
I love learning new concepts it makes me feel thrilled,positive,low
Nothing much happened today submitted an assignment,neutral,low
I feel crushed because I keep disappointing everyone I need help,negative,high
I feel stressed and tense because of poor marks in internals,negative,high
I feel tired and drained due to assignment deadlines,negative,medium
I feel a bit unmotivated because I miss home,negative,medium
I feel nervous today because I failed to meet my own expectations,negative,medium
I feel frustrated today because I feel left behind,negative,medium
I helped my classmate understand the topic and it made me feel excited,positive,low
The day was average went through the schedule,neutral,medium
I feel exhausted thinking about my career after graduation,negative,medium
I feel pressure from peers about my focus,negative,high
I am so lost I cannot even study properly,negative,high
Nothing much happened today completed the tutorial,neutral,low
I feel balanced and okay today,neutral,medium
Feeling proud and focused my friends supported me,positive,low
I have been having panic attacks regularly and feel worthless,negative,high
Everything feels refreshed today I made new friends today,positive,low
I am really thrilled because I completed all my tasks,positive,low
My classmate praised my work and I feel amazing,positive,low
I am so burned out I cannot even breathe properly properly,negative,high
I love the lab work it makes me feel refreshed,positive,low
I feel low and low due to project deadlines,negative,medium
My project work is suffering because I feel exhausted,negative,medium
The lectures were average today lectures were average,neutral,low
Today was thrilled I got good marks,positive,low
I feel devastated and numb every single day now,negative,high
Today was lively I made new friends today,positive,low
I had a great day I passed my difficult exam,positive,low
I attended the seminar and it was calm,neutral,low
I feel confident and bright about my course,positive,low
My performance is suffering because I feel anxious,negative,high
I attended the lab session and it was normal,neutral,medium
College was plain today everything was as expected,neutral,medium
I am worried but I know it will pass eventually,negative,medium
I got good grades and it made me feel refreshed,positive,low
College was decent today everything was as expected,neutral,low
I cannot function normally because I feel so devastated,negative,high
The lectures were average today things were uneventful,neutral,medium
I have been crying every night and feel crushed,negative,high
I am really hopeful because I got good marks,positive,low
The academic pressure is unbearable I feel numb,negative,high
I feel behind in focus and it worries me,negative,medium
The failure is unbearable I feel terrified,negative,high
I feel numb because nobody understands me I need help,negative,high
The day was plain everything was as expected,neutral,low
I went to the hostel and attended the lab session,neutral,low
I am low about my project deadline,negative,medium
I feel nervous due to family expectations,negative,high
I am homesick but I know it will pass eventually,negative,medium
The bullying in college is unbearable I feel empty,negative,high
Everything feels amazing today I got an internship offer,positive,low
Feeling excited and hopeful I slept well last night,positive,low
I feel positive today my friends supported me,positive,low
I feel destroyed inside like I am drowning with no one to save me,negative,high
I am tired and finding it hard to study,negative,medium
Feeling wonderful after finishing a tough assignment,positive,low
I feel sad due to family expectations,negative,medium
I feel devastated because nobody understands me I need help,negative,high
I feel a bit irritated because I failed to meet my own expectations,negative,high
I am so motivated right now I made new friends today,positive,low
The pressure of failure is making me feel desperate,negative,high
My classmate appreciated my effort and I feel lively,positive,low
I feel completely terrified because the stress has become too much,negative,high
I feel confident and fantastic about the campus,positive,low
Feeling motivated and focused I slept well last night,positive,low
College was average today everything was as expected,neutral,low
College was average today completed tasks without issues,neutral,low
I am worried and finding it hard to sleep properly,negative,high
Feeling happy after morning exercise,positive,low
I feel depressed because I see no future for myself and see no way out,negative,high
The day was plain lectures were average,neutral,medium
College is making me feel sad because I failed to meet my own expectations,negative,high
I went to the canteen and talked to my roommate,neutral,medium
College is making me feel demotivated because I failed to meet my own expectations,negative,high
I cannot study because I feel so devastated,negative,high
I feel lost and have been isolating myself completely,negative,high
My roommate appreciated my effort and I feel amazing,positive,low
I feel depressed and worthless every single day now,negative,high
The day was average things were uneventful,neutral,low
I am tense about my CGPA dropping,negative,high
I had a great day I completed all my tasks,positive,low
I feel depressed and broken I cannot take this anymore,negative,high
Today I completed the tutorial and called it a day,neutral,medium
I feel lost and have been having dark and scary thoughts,negative,high
Life feels blessed when everything went well,positive,low
I am proud of myself because coded my first working application,positive,low
I have been having dark and scary thoughts and feel panicking,negative,high
I feel stressed today because I failed to meet my own expectations,negative,medium
The failure is unbearable I feel burned out,negative,high
My grades is suffering because I feel homesick,negative,medium
I feel motivated today I aced my presentation,positive,low
I have been skipping college for days and feel worthless,negative,high
College life feels optimistic today,positive,low
I went to the lab and browsed study material,neutral,medium
I love my course it makes me feel amazing,positive,low
I woke up feeling cheerful and I aced my presentation,positive,low
Everything is depressed I feel like running away from everything,negative,high
I feel a bit exhausted because of upcoming exams,negative,medium
I am so desperate I cannot even sleep properly,negative,high
I went to college and had lunch with classmates,neutral,low
Today was alright completed tasks without issues,neutral,low
My classmate believed in me and I feel happy,positive,low
I feel sad due to poor internal marks,negative,high
I am terrified and feel like ceasing to exist,negative,high
I feel unsure thinking about my semester results,negative,high
I feel unsure today because of poor marks in internals,negative,medium
The lectures were okay today just the usual routine,neutral,medium
I feel worthless and broken every single day now,negative,high
I am irritated and finding it hard to stay motivated,negative,medium
Everything feels proud today I achieved my weekly goal,positive,low
I feel unsure and confused because of poor marks in internals,negative,medium
I feel completely overwhelmed completely due to unbearable academic pressure,negative,high
The pressure of bullying in college is making me feel empty,negative,high
Feeling wonderful and grateful I got good marks,positive,low
